time,test_data,Category,URL,prediction
2023.07.11.,[팩트체크] 대한민국 국민이라면 공짜로 보험료 2천만원 받을 수 있다?,YTN,https://n.news.naver.com/article/055/0001072648,거짓
2023.07.11.,[팩트체크] 소금사재기로 맛소금 공급 안 돼 조미김 못 만들고 있다?,YTN,https://n.news.naver.com/article/052/0001908294,사실
2023.07.11.,[팩트체크] 일타강사들의 수입은 모두 불법이다?,YTN,https://n.news.naver.com/article/052/0001908293,사실
2023.07.09.,"[사실은] 민주당 ""IAEA, 이미 2015년 해양 방류 권고"" 따져 보니…",SBS,https://n.news.naver.com/article/022/0003831743,거짓
2023.07.08.,살 찔까봐 고른 '제로' 음료 '발암' 논란…먹어도 될까?[노컷체크],노컷뉴스,https://n.news.naver.com/article/003/0011961083,거짓
2023.07.07.,[알고보니] 법원이 월례비를 임금으로 판단하지 않았다?,MBC,https://n.news.naver.com/article/079/0003788757,사실
2023.07.06.,[사실은] IAEA 종합보고서에 '알프스 성능'은 빠져있다?,SBS,https://n.news.naver.com/article/214/0001284392,거짓
2023.07.05.,아일랜드는 법인세 인하로 세계 최고 부자나라됐다?[노컷체크],노컷뉴스,https://n.news.naver.com/article/055/0001071235,사실
2023.07.04.,[팩트체크] 건강보험 나라마다 다른데…상호주의 가능할까?,연합뉴스,https://n.news.naver.com/article/009/0005153569,거짓
2023.06.28.,[팩트체크] 택배노조를 허용하는 나라는 없다?,연합뉴스,https://n.news.naver.com/article/629/0000224767,거짓
2023.06.25.,"""모기는 세상에 불필요한 생명체"" 주장 '대체로 거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/001/0014030001,거짓
2023.06.25.,"[사실은] 한덕수 ""바다 방사능, 후쿠시마 사고 전과 동일"" 따져 보니",SBS,https://n.news.naver.com/article/047/0002396831,거짓
2023.06.25.,[팩트와이] 고교생 사교육비 '7조 원 시대'...그게 '킬러 문항' 때문일까?,YTN,https://n.news.naver.com/article/055/0001068009,사실
2023.06.24.,말라리아 퇴치국' 벗어난 한국…서울도 안심 못한다?[노컷체크],노컷뉴스,https://n.news.naver.com/article/417/0000930360,사실
2023.06.22.,[사실은] 불수능일수록 사교육 몰린다?…관련성 따져보니,SBS,https://n.news.naver.com/article/366/0000911503,거짓
2023.06.22.,[사실은] 수능 난이도와 사교육비 증가율 상관 관계는?,SBS,https://n.news.naver.com/article/055/0001067523,사실
2023.06.22.,"""이재명이 꺼낸 '핵폐수'가 중국계 용어?"" <중앙> 보도 '대체로 거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/055/0001067498,거짓
2023.06.21.,"[알고보니] 건강보험, 외국인에게 줄줄 샌다?",MBC,https://n.news.naver.com/article/047/0002396538,거짓
2023.06.20.,"[팩트체크] 경찰의 강제 진압, 문재인 정권 때에도 있었다?",YTN,https://n.news.naver.com/article/022/0003825348,거짓
2023.06.20.,[팩트체크] 우리나라 실업급여를 중국인이 죄다 타 간다?,YTN,https://n.news.naver.com/article/052/0001899564,논란
2023.06.20.,[팩트체크] 차고지를 확보하지 않은 캠핑카는 불법이다?,YTN,https://n.news.naver.com/article/052/0001899563,거짓
2023.06.19.,"""대구퀴어축제, 도로점용허가 받아야"" 홍준표 주장은 '거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/437/0000347765,논란
2023.06.17.,낙뢰 예보 있다면…금속 장신구 빼라? 낙뢰사고 예방 Q&A[노컷체크],노컷뉴스,https://n.news.naver.com/article/003/0011919333,사실
2023.06.16.,"[알고보니] 처리된 오염수, 음용수 기준에 맞다?",MBC,https://n.news.naver.com/article/437/0000347446,거짓
2023.06.15.,[팩트체크] G7 최저임금제는 상향식 차등적용이다?,이데일리,https://n.news.naver.com/article/629/0000222211,거짓
2023.06.15.,[팩트체크] 장애인 집회에 보조금 사용한 게 문제일까요?,한겨레,https://n.news.naver.com/article/018/0005509294,사실
2023.06.15.,[팩트체크] 민사소송 중 개인정보 노출 막을 방법이 없다?,연합뉴스,https://n.news.naver.com/article/028/0002644010,거짓
2023.06.14.,[사실은] 소금값 급등…후쿠시마 오염수발 사재기 때문?,SBS,https://n.news.naver.com/article/001/0014002978,거짓
2023.06.14.,"[팩트체크]""없어서 못판다"" 日 원전오염수 공포에 '소금 대란,' 진짤까",YTN,https://n.news.naver.com/article/055/0001065456,거짓
2023.06.13.,"[팩트체크] 우리나라 안보리 비상임이사국 진출, 큰 의미를 부여할 수 있을까?",YTN,https://n.news.naver.com/article/052/0001897071,사실
2023.06.13.,[팩트체크] 주유중 흡연시 처분은 과태료 10만 원 뿐이다?,YTN,https://n.news.naver.com/article/052/0001896612,거짓
2023.06.13.,[팩트체크] 우리나라에서 혈액이 부족한 이유는?,YTN,https://n.news.naver.com/article/052/0001896610,거짓
2023.06.10.,"""장애인 집회 참여가 일자리 예산 전용"" 하태경 주장은 '거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/056/0011502076,사실
2023.06.10.,무색 페트병은 투명 페트병과 따로 분류…대체 무슨 말? [노컷체크],노컷뉴스,https://n.news.naver.com/article/047/0002395108,거짓
2023.06.06.,"[사실은] ""文 정부도"" ""다른 나라도""…삼중수소 논란의 모든 것",SBS,https://n.news.naver.com/article/056/0011499242,논란
2023.06.05.,[알고보니] 사회서비스 시장화하면 질 좋아진다?,MBC,https://n.news.naver.com/article/055/0001063280,거짓
2023.06.03.,[팩트와이] 가사도우미 제도가 저출산 막았을까?...싱가포르·홍콩 통계청 데이터 봤더니,YTN,https://n.news.naver.com/article/056/0011497829,거짓
2023.06.02.,[사실은] '도쿄전력 자료'를 철저히 검증해야 하는 이유,SBS,https://n.news.naver.com/article/052/0001892688,사실
2023.06.02.,[팩트체크] 공공임대주택 늘리면 출생률도 오를까?,연합뉴스,https://n.news.naver.com/article/055/0001062644,사실
2023.06.01.,[팩트체크] 서울시 자체로 경계경보 발령할 수 있나,연합뉴스,https://n.news.naver.com/article/001/0013978321,논란
2023.06.01.,"""대통령실이 서울시 경계경보 발령"" 주장은 '거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/001/0013978036,논란
2023.05.31.,[팩트체크] 천문학적인 한전 적자 원인은…탈원전? 유가 급등?,연합뉴스,https://n.news.naver.com/article/047/0002394184,논란
2023.05.31.,"우회전 사고, '횡단보도 위치 조정'하면 줄어든다?[노컷체크]",노컷뉴스,https://n.news.naver.com/article/001/0013974183,사실
2023.05.30.,[알고보니] 욱일기와 자위함기는 다르다?,MBC,https://n.news.naver.com/article/079/0003775478,거짓
2023.05.30.,"[팩트체크] 국민참여재판, 성범죄자들에게는 관대하다?",YTN,https://n.news.naver.com/article/214/0001276158,거짓
2023.05.30.,[팩트체크] AI에게 물었습니다. 독도는 어느 나라 땅인가요?,YTN,https://n.news.naver.com/article/052/0001891022,논란
2023.05.30.,[팩트체크] 미숫가루가 영어로 'MSGR' 이라고요?,YTN,https://n.news.naver.com/article/052/0001891021,거짓
2023.05.27.,"[노컷체크]10리터 오염수 마실 수 있다?…""음용수 기준 넘어""",노컷뉴스,https://n.news.naver.com/article/277/0005265142,거짓
2023.05.26.,[알고보니] 노란봉투법이 불법행위에 면죄부?,MBC,https://n.news.naver.com/article/629/0000219088,거짓
2023.05.26.,[사실은] 후쿠시마 방사능 측정값 사용 설명서,SBS,https://n.news.naver.com/article/421/0006832050,거짓
2023.05.24.,"""월소득 1천만원 가구 학자금 무이자 대출"" 보도는 '거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/469/0000741287,거짓
2023.05.23.,[사실은] 오염수 보관 'K4 탱크' IAEA 평가는?,SBS,https://n.news.naver.com/article/469/0000740849,거짓
2023.05.23.,"[팩트체크] 윤석열 대통령 1년, 대선 공약 이행률은 어느 정도인가?",YTN,https://n.news.naver.com/article/055/0001060152,논란
2023.05.21.,[팩트체크] 대통령이 거부한 간호법안 국회서 수정 재의결 가능할까,연합뉴스,https://n.news.naver.com/article/081/0003362780,논란
2023.05.20.,"""진보가 가짜뉴스 더 믿는다"" <중앙> 보도 '대체로 거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/001/0013954147,거짓
2023.05.19.,[팩트체크] ‘대졸’은 간호조무사 못한다?,이데일리,https://n.news.naver.com/article/047/0002392871,사실
2023.05.19.,[사실은] 오염수? 처리수? 다른 나라는 어떻게 부를까,SBS,https://n.news.naver.com/article/018/0005490069,거짓
2023.05.17.,[팩트와이] '간호법 제정' 윤 대통령 약속 있었나?...당시 발언·공약집 살펴보니,YTN,https://n.news.naver.com/article/055/0001059099,논란
2023.05.17.,"[사실은] ""매달 420만 원 받는 유공자?"" 5·18 소문의 진실",SBS,https://n.news.naver.com/article/052/0001886061,사실
2023.05.17.,"[알고보니] 전두환, 여러 차례 5·18 피해자 위로했다?",MBC,https://n.news.naver.com/article/055/0001058664,거짓
2023.05.17.,[팩트와이] '간호법 제정' 윤 대통령 약속 있었나?...당시 발언·공약집 살펴보니,YTN,https://n.news.naver.com/article/214/0001273456,논란
2023.05.17.,한·중·러만 '오염수'로 부른다?... 미국이 오히려 예외 [오마이팩트],오마이뉴스,https://n.news.naver.com/article/052/0001885925,거짓
2023.05.17.,[팩트체크] 업무방해죄로 노조 처벌하는 나라는 한국과 일본뿐이다?,연합뉴스,https://n.news.naver.com/article/047/0002392549,거짓
2023.05.15.,[팩트체크] 용산공원 시범개방 때 이용시간 제한한 적 없다?,연합뉴스,https://n.news.naver.com/article/001/0013946159,거짓
2023.05.15.,"[사실은] ""문 정부 때 이미 오염수 처리 장치 검증"" 따져보니…",SBS,https://n.news.naver.com/article/001/0013942457,거짓
2023.05.13.,"[노컷체크]尹, 1년 공약이행률…""좋아 빠르게 가"" 이행?파기 모두 높아",노컷뉴스,https://n.news.naver.com/article/055/0001057945,거짓
2023.05.12.,"""문 정부 임대차3법, 전세 사기 원인"" 국힘 주장 '거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/079/0003769417,거짓
2023.05.11.,"""비버 먹방 소리, 스트레스 17% 감소"" 영상은 사실일까 [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/047/0002392015,사실
2023.05.10.,[사실은] 많아졌다는 '검사 출신' · '서오남'…지금은 얼마나?,SBS,https://n.news.naver.com/article/047/0002391938,거짓
2023.05.10.,"[사실은] 임기 초 뜨거웠던 '검찰' '서오남', 지금은?",SBS,https://n.news.naver.com/article/055/0001056897,논란
2023.05.10.,검찰 손발 잘라 마약수사 못 해? 숫자는 거짓말 안 한다 [팩트체크],한겨레,https://n.news.naver.com/article/055/0001056876,거짓
2023.05.09.,[팩트체크] '간호법 제정'이 尹대통령 대선공약?…진실 공방,연합뉴스,https://n.news.naver.com/article/009/0005127500,거짓
2023.05.08.,[알고보니] 의사면허 취소법은 의사 압박용이다?,MBC,https://n.news.naver.com/article/001/0013929015,거짓
2023.05.07.,[팩트체크] 가루쌀은 겉은 쌀인데 밀과 똑같다?,연합뉴스,https://n.news.naver.com/article/214/0001271402,거짓
2023.05.05.,[사실은] 윤 대통령 지지율 내렸다? 올랐다? 확인해보니…,SBS,https://n.news.naver.com/article/001/0013924801,논란
2023.05.03.,[팩트체크] 내년 입시부터 문과생도 의대 간다? “사실상 불가능”,한겨레,https://n.news.naver.com/article/629/0000215315,거짓
2023.05.03.,[팩트체크] 우리나라 판결문 공개 비율은 0.3%에 불과하다?,연합뉴스,https://n.news.naver.com/article/028/0002638341,논란
2023.05.02.,[팩트체크] 2030 무당층 비율 역대급으로 높다?,이데일리,https://n.news.naver.com/article/001/0013918263,논란
2023.05.02.,"[사실은] 민형배 ""탈당에 대한 헌재 판단 없었다"", 따져 보니…",SBS,https://n.news.naver.com/article/018/0005477195,거짓
2023.04.30.,[팩트와이] 우리 교과서는 '강제노동' 충실히 기록?...日 교과서 보기도 민망,YTN,https://n.news.naver.com/article/021/0002569510,사실
2023.04.30.,[팩트체크] 4대강 사업 과거 정부서 어떤 평가를 받았나,연합뉴스,https://n.news.naver.com/article/629/0000214498,사실
2023.04.30.,[팩트와이] 우리 교과서는 '강제노동' 충실히 기록?...日 교과서 보기도 민망,YTN,https://n.news.naver.com/article/001/0013912340,사실
2023.04.29.,[팩트와이] 日 법원도 인정한 '강제노동·연행'...日 교과서는 외면,YTN,https://n.news.naver.com/article/052/0001879197,거짓
2023.04.29.,[팩트와이] 日 법원도 인정한 '강제노동·연행'...日 교과서는 외면,YTN,https://n.news.naver.com/article/052/0001879113,거짓
2023.04.28.,"""전세 사기가 임대차3법 탓? 윤석열 정부의 마녀사냥"" [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/052/0001878995,사실
2023.04.28.,"[노컷체크]외국인 관광객 소비 분석 믿어도 될까?…'中 바르고, 日 먹는데 돈 쓴다?'",노컷뉴스,https://n.news.naver.com/article/047/0002390572,거짓
2023.04.26.,"""비례대표 많을수록 여성·청년 의원도 많다"" '대체로 사실' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/469/0000736182,사실
2023.04.26.,"""원내 정당 많으면 정치 불안정"" '대체로 거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/047/0002390141,논란
2023.04.26.,"""한국 국회의원 100명이면 충분"" 검증해보니 [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/047/0002390140,사실
2023.04.26.,"전세사기 보증금, 세금으로 준다고? [팩트체크]",한겨레,https://n.news.naver.com/article/047/0002390139,논란
2023.04.25.,"[팩트체크] 동물들이 지진이나 자연재해를 예측한다는 속설, 사실일까?",YTN,https://n.news.naver.com/article/028/0002637321,사실
2023.04.25.,[팩트체크] 음주운전을 방조해도 처벌을 받는 사람들은 거의 없다?,YTN,https://n.news.naver.com/article/052/0001877526,논란
2023.04.25.,[팩트체크] 마약을 몰래 먹여도 처벌할 수 있는 법조항이 없다?,YTN,https://n.news.naver.com/article/052/0001877525,사실
2023.04.25.,"[사실은] 윤 대통령 '일본 무릎' 발언, 워싱턴포스트에 직접 물었습니다",SBS,https://n.news.naver.com/article/052/0001877524,사실
2023.04.24.,"""윤 대통령은 '순방 효과' 없었다"" 보도 '대체로 사실' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/055/0001053145,논란
2023.04.24.,[팩트체크] 학교폭력이 2017년부터 가파르게 늘고 있다?,연합뉴스,https://n.news.naver.com/article/047/0002389915,거짓
2023.04.22.,[노컷체크]제로슈가 전성시대…'무설탕=0칼로리' 믿었다간 큰 일,노컷뉴스,https://n.news.naver.com/article/001/0013898280,사실
2023.04.21.,[알고보니] 활주로에서 고추 말린 지방공항‥사실일까?,MBC,https://n.news.naver.com/article/079/0003762267,거짓
2023.04.21.,"[사실은] 국내산과 일본산 '멍게 구분법', 맞는 걸까요?",SBS,https://n.news.naver.com/article/214/0001268041,거짓
2023.04.20.,[사실은] 후쿠시마산 일본 수입 멍게 국내 팔리고 있다?,SBS,https://n.news.naver.com/article/629/0000212905,거짓
2023.04.20.,[사실은] 애꿎은 '후쿠시마 멍게' 논란에 어민 한숨,SBS,https://n.news.naver.com/article/055/0001052095,거짓
2023.04.18.,"[사실은] 같은 보고서 놓고 민주당 vs 민주당, 누구 말 맞나?",SBS,https://n.news.naver.com/article/009/0005119421,거짓
2023.04.18.,[팩트체크] 이한열·박종철 열사는 현행법상 국가유공자가 아니다?,연합뉴스,https://n.news.naver.com/article/055/0001051394,사실
2023.04.16.,"불청객' 황사, 메이드인차이나 아니다?[노컷체크]",노컷뉴스,https://n.news.naver.com/article/015/0004833462,사실
2023.04.15.,[노컷체크]80년대 미세먼지 지금보다 좋았다?…미세먼지 현대사,노컷뉴스,https://n.news.naver.com/article/079/0003759700,거짓
2023.04.14.,[알고보니] 세월호 피해자 의료지원 연장은 혈세낭비?,MBC,https://n.news.naver.com/article/079/0003759619,거짓
2023.04.14.,[팩트체크] 정상 외교에 대해 국정조사 한 전례가 없다?,이데일리,https://n.news.naver.com/article/214/0001266483,거짓
2023.04.12.,[팩트와이] 양곡법 개정되면 쌀 초과생산 비율 2배?...KREI 보고서 분석했더니,YTN,https://n.news.naver.com/article/022/0003802341,사실
2023.04.12.,"[사실은] 동해안의 지독한 봄철 산불…""피해 규모 13배""",SBS,https://n.news.naver.com/article/052/0001872512,사실
2023.04.12.,[팩트체크] 학폭 피해자가 원치 않으면 부모가 고소 못한다?,연합뉴스,https://n.news.naver.com/article/055/0001049943,거짓
2023.04.11.,"[팩트체크] 민주당 양곡관리법 개정 입장, 여당일때 야당일때 달랐나?",연합뉴스,https://n.news.naver.com/article/001/0013874759,거짓
2023.04.11.,"[사실은] ""후쿠시마서 기준치 14배 우럭""…피폭량 얼마나?",SBS,https://n.news.naver.com/article/001/0013872854,거짓
2023.04.10.,[팩트체크] 소아과는 이제 없어지는 건가?,YTN,https://n.news.naver.com/article/469/0000733332,거짓
2023.04.10.,[팩트체크] 윤 대통령이 양곡법 관련해서 말을 뒤집었다? 사실일까?,YTN,https://n.news.naver.com/article/052/0001871411,사실
2023.04.09.,[사실은] 1년 앞으로 다가온 총선…OECD는 어떻게 국회의원 뽑을까?,SBS,https://n.news.naver.com/article/629/0000210656,거짓
2023.04.08.,[노컷체크]'밥 한 공기' 비우면 쌀 소비량 늘까…대안 부재 드러낸 '말 한 마디',노컷뉴스,https://n.news.naver.com/article/629/0000210581,거짓
2023.04.07.,"[팩트체크] 후쿠시마 오염수 방류, 국제적·과학적으로 문제없다?",연합뉴스,https://n.news.naver.com/article/009/0005113065,사실
2023.04.06.,"""4.3은 격 낮아 대통령 참석 의무 없다"" 김재원 발언 '대체로 거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/001/0013865397,사실
2023.04.05.,"[알고보니] 쌀 소비 촉진 대책, 효과 있나?",MBC,https://n.news.naver.com/article/014/0004992622,논란
2023.04.03.,"[사실은] ""제주 4·3 사건은 공산 폭동"" 또 꿈틀…사실은?",SBS,https://n.news.naver.com/article/021/0002564914,거짓
2023.04.03.,"[알고보니] 후쿠시마산 수산물, 국내로 결코 못들어온다?",MBC,https://n.news.naver.com/article/055/0001047645,거짓
2023.04.03.,"[사실은] 4월이면 어김없이 ""4·3은 공산 폭동""…사실은?",SBS,https://n.news.naver.com/article/214/0001263860,거짓
2023.04.03.,"""거부권 행사하면 대통령 지지율 상승"", 사실반 거짓반 [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/055/0001047628,거짓
2023.03.31.,"[팩트와이] 국내주식 보유 제한한 공직자윤리법, 해외주식은 안 막는다?",YTN,https://n.news.naver.com/article/047/0002387450,거짓
2023.03.31.,"[사실은] ""한국도 방사능 오염수 방류"" 일본 주장, 따져봤습니다",SBS,https://n.news.naver.com/article/052/0001867807,거짓
2023.03.31.,"[사실은] ""한국도 방사능 오염수 방류한다""는 일본 주장, 사실일까?",SBS,https://n.news.naver.com/article/055/0001047028,거짓
2023.03.31.,"[팩트와이] 국내주식 보유 제한한 공직자윤리법, 해외주식은 안 막는다?",YTN,https://n.news.naver.com/article/055/0001047013,거짓
2023.03.29.,"[팩트체크] 헌재, 과거에도 '검찰 수사권은 헌법상 권한 아니다' 결정했다?",연합뉴스,https://n.news.naver.com/article/056/0011455984,거짓
2023.03.29.,[팩트체크] 정신과 질환 사망률 1위는 거식증이다?,이데일리,https://n.news.naver.com/article/001/0013844834,거짓
2023.03.29.,"[사실은] 이재명 ""소부장 예산 대폭 깎였다"", 따져보니…",SBS,https://n.news.naver.com/article/018/0005451773,거짓
2023.03.27.,[팩트체크] 한국은 행복하지 않은 나라라는 조사 과연 사실일까?,YTN,https://n.news.naver.com/article/629/0000208375,사실
2023.03.27.,[팩트체크] 일제강점기 시절 주 65시간 근무 때문에 파업이 있었다?,YTN,https://n.news.naver.com/article/052/0001865704,거짓
2023.03.25.,[노컷체크]월 100만원 외국인 가사도우미 현실성은?,노컷뉴스,https://n.news.naver.com/article/009/0005107146,사실
2023.03.25.,"[팩트체크] 튀르키예 교과서에 ""한국은 형제국가""라고 쓰여 있다?(종합)",연합뉴스,https://n.news.naver.com/article/079/0003751468,거짓
2023.03.24.,"[팩트체크] 타워크레인 조종사, 강풍 불 때 임의로 조종석 벗어나면 위법?",연합뉴스,https://n.news.naver.com/article/057/0001730996,거짓
2023.03.24.,[팩트와이] 노무현 정부 때도 강제동원 '대리 보상'?...당시 기록 살펴보니,YTN,https://n.news.naver.com/article/001/0013835950,거짓
2023.03.23.,"[사실은] ""일본의 과거사 사과"" 전수 분석해보니… '사과'와 '망언'의 쳇바퀴",SBS,https://n.news.naver.com/article/629/0000207617,거짓
2023.03.23.,"[팩트체크] '비자금 있다' 손자폭로 나온 전두환 미납추징금, 환수 가능할까",연합뉴스,https://n.news.naver.com/article/055/0001044859,거짓
2023.03.22.,[팩트와이] 한일 관계 개선으로 '수출' 좋아진다는 대한상의...같은 계산법으로 '수입'은?,YTN,https://n.news.naver.com/article/032/0003212478,논란
2023.03.21.,"""노무현도 징용피해 보상금 대위 지급"" 김기현 주장은 '거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/052/0001863622,거짓
2023.03.21.,"[사실은] ""일본은 이미 수십 차례 사과""…따져봐야 할 점",SBS,https://n.news.naver.com/article/047/0002386024,거짓
2023.03.21.,"[팩트체크] 응급피임약, 가톨릭계 병원에서는 처방 안 한다?",연합뉴스,https://n.news.naver.com/article/032/0003212185,거짓
2023.03.20.,"이인규 회고록, 공무상비밀누설·사자명예훼손?[팩트체크]",머니투데이,https://n.news.naver.com/article/001/0013827783,거짓
2023.03.20.,위안부 합의? 독도?…한일 회담서 실제 나온 말은 [팩트체크],한겨레,https://n.news.naver.com/article/008/0004864356,거짓
2023.03.20.,"[팩트체크] '멸종위기' 한국인, 장시간 근로 때문일까?",이데일리,https://n.news.naver.com/article/028/0002632138,거짓
2023.03.18.,[노컷체크]사교육공화국 대한민국 1명당 41만원? '생각보다 적은데~',노컷뉴스,https://n.news.naver.com/article/057/0001729681,거짓
2023.03.16.,[팩트체크] 대통령과 여당 대표 간 정례회담은 항상 있었다?,연합뉴스,https://n.news.naver.com/article/079/0003748777,논란
2023.03.16.,"""MZ세대는 주69시간 선호"" 국힘 주장은 '대체로 거짓' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/057/0001729058,거짓
2023.03.15.,"[팩트와이] 日 외무상 ""강제노동 없었다""...ILO·대법원 판단은 전혀 달라",YTN,https://n.news.naver.com/article/047/0002385396,거짓
2023.03.15.,"[사실은] ""사교육비 41만? 기본이 1백만인데?"" 조사 방식 살펴보니…",SBS,https://n.news.naver.com/article/052/0001861151,사실
2023.03.14.,[팩트체크] 대법원 강제징용 배상판결은 한 대법관이 독립운동하듯 내렸다?,연합뉴스,https://n.news.naver.com/article/055/0001042714,거짓
2023.03.13.,[팩트체크] 몸에 좋다는 콜라겐 실제로 효과가 있을까?,YTN,https://n.news.naver.com/article/001/0013812764,사실
2023.03.13.,"[팩트체크] 의료인들이 말하는 환자와 치료 이야기, 합법일까? 불법일까?",YTN,https://n.news.naver.com/article/052/0001860091,거짓
2023.03.13.,[팩트체크] 징용해법 한일관계와 피해자 모두를 고려한 결정이었을까?,YTN,https://n.news.naver.com/article/052/0001860092,거짓
2023.03.11.,"[노컷체크]밥맛 좋은 신동진 벼, 갑자기 퇴출…왜?",노컷뉴스,https://n.news.naver.com/article/052/0001860090,거짓
2023.03.11.,[팩트와이] '유관순 허구·절도범·유부녀' 주장까지?...판결문·사료 따져보니,YTN,https://n.news.naver.com/article/079/0003746287,거짓
2023.03.10.,[팩트체크] 한국의 대학 등록금은 주요 선진국에 비해 높은 편이다?,이데일리,https://n.news.naver.com/article/052/0001859414,사실
2023.03.09.,"""한국·호주전 기미가요는 개최국 재량?"" WBC의 '이상한 관행' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/018/0005439887,거짓
2023.03.09.,"""강제동원 피해자 싫다는데 '제3자 변제'?"" 민법학자 ""비정상적"" [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/047/0002384686,거짓
2023.03.09.,"[팩트와이] 정진석 ""정부 해법은 문희상 아이디어""...문희상 ""하늘과 땅 차이""",YTN,https://n.news.naver.com/article/417/0000902194,거짓
2023.03.08.,"[팩트와이] 정진석 ""정부 해법은 문희상 아이디어""...문희상 ""하늘과 땅 차이""",YTN,https://n.news.naver.com/article/052/0001858476,거짓
2023.03.08.,"[팩트와이] 정진석 ""정부 해법은 문희상 아이디어""...문희상 ""하늘과 땅 차이""",YTN,https://n.news.naver.com/article/022/0003790468,거짓
2023.03.08.,"[사실은] ""한국만 사죄 악쓴다"" 주장이 망언인 이유",SBS,https://n.news.naver.com/article/052/0001858388,사실
2023.03.07.,[팩트체크] 세계 최초로 동성결혼 합법화한 나라는 네덜란드다?,연합뉴스,https://n.news.naver.com/article/021/0002560068,거짓
2023.03.07.,[팩트와이] 피해자 반대해도 '대신 지급' 가능할까?...민법과 공탁실무 따져보니,YTN,https://n.news.naver.com/article/001/0013796433,거짓
2023.03.06.,"[팩트체크] 튀르키예 교과서에 ""한국은 형제국가""라고 쓰여 있다?",연합뉴스,https://n.news.naver.com/article/469/0000727051,거짓
2023.03.04.,"일본 반성' 빠진 3.1절 기념사, 2011년 이후 처음 [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/031/0000732259,논란
2023.03.04.,"[사실은] ""노조 회계자료 공개는 국제 기준"" 따져보니…",SBS,https://n.news.naver.com/article/047/0002384042,거짓
2023.03.04.,[노컷체크]'건폭' 만들어 노조압박…타워크레인 월례비 불법?,노컷뉴스,https://n.news.naver.com/article/003/0011722393,논란
2023.03.03.,[팩트와이] '日 반성' 언급 안 한 건 처음?...대통령 3·1절 기념사 30건 분석,YTN,https://n.news.naver.com/article/079/0003743762,논란
2023.03.03.,[팩트와이] '日 반성' 언급 안 한 건 처음?...대통령 3·1절 기념사 30건 분석,YTN,https://n.news.naver.com/article/052/0001856535,논란
2023.03.01.,[사실은] 한동훈 '체포 요청'은 역대 최장? 따져 보니…,SBS,https://n.news.naver.com/article/052/0001856141,논란
2023.02.27.,"[팩트체크] 안철수 후보의 손가락 발언, 과연 사실일까?",YTN,https://n.news.naver.com/article/421/0006656155,거짓
2023.02.27.,"""정부가 노조 회계장부 볼 근거 없다"" 우원식 발언은 '사실' [오마이팩트]",오마이뉴스,https://n.news.naver.com/article/052/0001854669,거짓
2023.02.25.,"[사실은] 푸틴 ""에델바이스는 히틀러의 흔적"", 팩트체크 해보니…",SBS,https://n.news.naver.com/article/047/0002383432,거짓
2023.02.25.,[노컷체크]자살예방 대책…번개탄 생산 금지가 1순위?,노컷뉴스,https://n.news.naver.com/article/055/0001038330,거짓
2023.02.24.,"[팩트체크] 의사-간호사 다투는 '간호법', 다른 나라도 많이 제정한 법이다?",연합뉴스,https://n.news.naver.com/article/079/0003741645,논란
2023.02.23.,[팩트체크] 그 많던 대중목욕탕은 다 어디로 갔을까…수치로 본 목욕탕史,연합뉴스,https://n.news.naver.com/article/022/0003786397,논란
2023.02.22.,[팩트와이] 번개탄 금지로 자살 예방?...실효성 우려·업계 피해 지적도,YTN,https://n.news.naver.com/article/001/0013774039,거짓
2023.02.22.,[팩트와이] 번개탄 금지로 자살 예방?...실효성 우려·업계 피해 지적도,YTN,https://n.news.naver.com/article/009/0005092181,거짓
2023.02.22.,[사실은] 이재명 '불체포 특권' 포기는 가능할까요,SBS,https://n.news.naver.com/article/052/0001852844,논란
2023.02.22.,노조가 ‘정부 지원금 회계보고’ 거부했다고? 틀렸다 [팩트체크],한겨레,https://n.news.naver.com/article/055/0001037481,거짓
2023.02.21.,"[팩트와이] ""권성동이 좋은 선례""...이재명 배우라는 '2018 권성동 모델'은 무엇?",YTN,https://n.news.naver.com/article/028/0002628444,사실
